,Tweet,Sentimen
162,meskipun saya berasal dari pekanbaru tapi jika bicara tentang masakan padang tetap lebih enak di sana daripada masakan padang di jakarta  kebanyakan masakan padang di sini sudah dimodifikasi dengan lidah masyarakat di sini  jadi  meskipun di dekat kantor ada rumah makan padang yang rasanya lumayan  tetap tidak bisa puaskan rasa rindu dengan cita rasa asli padang kok agak berlebihan ya  hehehe,negative
163,temui anies  sandi  sudirman said bahas finalisasi tim gubernur  mantan ketua tim sinkronisasi anies  sandi  sudirman said menyambangi balai kota  untuk membahas finalisasi tim gubernur anies baswedan,neutral
164,orang orang pks sangat tidak berkualitas hingga kampanye negatif pun diperintahkan,negative
165,kampung daun memiliki suasana yang nyaman  seperti di pegunungan  makan siang ataupun makan malam  di kampung daun ini sangatlah romantis  ditemani gemericik air  suasana hijau  cuaca sejuk  dengan makanan khas sunda indonesia selain itu sudah ada makanan luar seperti steak  yang ingin mencicipi menu istimewa seperti nasi timbel dan nasi campur sunda sangatlah cocok di sini  makan serabi ditemani minuman bajigur menambahkan hangat nya suasana,positive
166,jokowi tidak suka sebar isu bohong,positive
167,cinta banget sama produk negeri yang keren  modis  berkualitas dan terjangkau,positive
168,menurut saya blackblack keren  bisa dipakai buat olahraga dan aktifitas lainnya  mantap,positive
169,terima kasih atas jasa nya  saya sangat puas  pelayanan nya sangat baik dan ramah  pendamping nya juga keren  menyenangkan,positive
170,orang papua memang biadab lebih baik di bom saja  keberadaan nya bikin kacau dan susah orang saja,negative
171,nongkrong cantik memang enak nya di sini  tempat nya luas  suasana nya oke  kemarin saya tidak coba kopi nya  kita pesan goulash soup  salmon steak chicken steak nya  goulash nya enak  steak nya not jadi sangat  saya rasa dengan harga yang agak mahal di situ masih dapat yang lebih enak di tempat lain  but secara keseluruhan baik okelah buat nongkrong sambil minum kopi atau meter ya,positive
172,warung roti ini terletak di daerah gardu jati  menyediakan aneka roti bakar baik porsi kecil maupun besar  pisang bakar serta bubur ayam juga melengkapi menu  bubur ayam kampung sangat gurih dan menggoda  patut dicoba,positive
173,steak yang sudah puluhan tahun di bandung ini sudah sangat tersohor  dari zaman saya sampai setiap ke bandung dan kalau mau steak pasti meluncur ke sini  stand pertama nya banget yang saya tahu ya itu di jalan setiabudi  suis butcher steak house setiabudi jalan  setiabudi no 174 bandung 40141 telepon  022  2033172 fax  022  2038829 steak ini enak banget,positive
174,masih di sekitaran setiabudi  yang banyak sekali resto  kafe dll nah kali ini kami mencoba ke tempat ini hitam romantiuc  untuk mencoba iga konro nya  dan masih banyak lagi menu yang lainnya seperti masakan westrn indonesia dan asia lainnya  harga nya murah dan pasti terjangkau sekali  apalagi untuk anakanak muda,positive
175,dulu enak sekali  sekarang rasanya biasa saja  mungkin karena selera saya yang terus berubah sementara tempat ini masih mempertahankan tradisi nya  pelayanan dan suasa nya restoran masih sama seperti dahulu  terjaga tetapi bisa terus ditingkatkan agar tidak ketinggalan zaman,negative
176,kalau ke bandung selalu mampir ke lomie karuhun  lokasi nya strategis di pinggir jalan pasir kaliki  rasanya enak  kuah nya kental  jangan lupa pakai sambal dan jeruk  harga nya tidak terlalu mahal  top,positive
177,restoran ini mempunyai pemadnagan yang sangat indah namun penataaan meja makan sungguh berantakan menimbulkan kesan restoran biasa bukan setara kafe ataupun lounge untuk harga standar dan rasa pun standar,positive
178,ini merupakan salah satu mi legendaris di bandung dan temap nya tidak banyak mengalami perubahan sampai saat ini  dengan bangunan tua seperti rumah biasa  saya suka mi yamin asin  mie nya lembut dan sepertinya home membuat  kuah kaldu nya gurih,positive
179,minimal mohon bantuan nya order saya belum diambil berng nya oleh driver gojek tetapi status nya sudah dalam proses pengantaran,neutral
180,mengagumi,positive
181,tidak hebat,negative
182,tiap kali ke bandung tak lupa mampir ke tempat ini  steak nya enak  empuk  murah  dan rasanya original dengan lidah indonesia  cobalah tenderloin steak dan potato ala suis  dijamin ketagihan,positive
183,beli cimory di indomaret  tidak tau nya sudah lewat masa kadaluarsa tiga hari  kacau,negative
184,negara khilafah tidak boleh ada perbedaan  semua harus salat  kita bunuh dulu mereka sebelum kita dibunuh,negative
185,saya ke sini bersama istri dan anak saya  ke sini juga garagara melihat ulasan di inet  tempat nya di jalan riau persis bersebelahan sama outlet cascade atau heritage  dekorasi nya dibuat homy  tempat duduk yang luas dan jarak antar meja yang berjauhan sehingga nyaman untuk mengobrol dan ketawaketawa tanpa ada yang protes  memang di sini khas nya adalah coffee and cake,positive
186,tempat lumayan romantis  kalau bawa pasangan  karena kebetulan pas saya ke sana  malam hari tapi gerimis  jadi pemandangan ke bawah  kurang oke  sayang banget  padahal sudah siapsiap bawa kamera  seragam pelayan sepertinya harus diganti deh  saya pikir security  ternyata pelayan  ronde nya enak  kita pesan satu makanan juga tapi sepertinya lupa diorder ke dapur,positive
187,susah ya sama orang primitif di tolikara papua yang bodoh  orang lagi salat id malah dibubarkan  sih hitam yang tolol di tolikara,negative
188,dulu kaum babi menyebut ketua komnas ham  natalius pigai sebagai monyet manusia hitam garagara membela habib rizieq  nah sekarang ketika komnas menyerang fahri hamzah  kaum babi malah mujimuji komnas ham  dasar penjilat,negative
189,pdip adalah partai paling korup  tidak bisa dipercaya,negative
190,tidak usah bingung dan ragu  bergabung dengan adalah pilihan yang tepat  akan ada banyak manfaat yang didapatkan,positive
191,barang saya seharusnya sampai sayang tapi kok bisa menyasar jauh ke papua  ini modus penipuan  ya,negative
192,prediksi persija jakarta vs psis semarang 18 september 2018,neutral
193,karena terletak di daerah atas jadi tempat nya agak dingin dan pemandangan nya bagus  pengunjung dapat menikmati juga galeri kayu ukiran dan berfotofoto di sana  tempat nya luas dan nyaman  di sana saya hanya pesan minuman hot chocolate dengan hazelnut  cokelat nya cukup pekat dan enak  rekomendasi untuk pasangan yang menginginkan suasana romantis,positive
194,kasihan  padahal kalau tidak ada polling denny siregar cebong girang sekali  sayang  dipupus oleh kalah telak nya jokowi di polling denny,negative
195,tempat makan yang bersahabat di dompet  tempat makan ini menyediakan berbagai masakan sunda dengan suasana tempat makan yang kental adat sunda  berkunjunglah sebelum waktu makan siang karena saat makan siang orangorang akan menanti untuk makan di tempat ini  rasa makanan yang pas di lidah dan harga yang bersahabat mungkin membuat tempat makan yang satu ini ramai dikunjungi pengunjung,positive
196,sejauh mata memandang flash sale di yang paling enak,positive
197,ini pertama kalinya aku menggunakan yang nama nya bb cream dan concealer  seumurumur belum pernah pakai  di honetsly  ternyata aku jatuh cinta sama bb cream dari pixy 4 beauty benefits ini  bagus banget,positive
198,jika anda sedang di bandung dan ingin mencicipi tempat dengan berbagai jenis makanan  anda bisa mencoba datang ke sini  dengan banyak stand makanan yang tersedia  mungkin anda akan bingung menentukan pilihan untuk dimakan  apa  harga nya saya rasa masih terjangkau  jangan lupa bawa payung kalau hujan  jika tidak basah karena tempat parkir dan stand makan nya cukup jauh,positive
199,pilihan restoran dengan menumenu makanan indonesia maupun eropa dengan harga yang terjangkau dan porsi yang mengenyangkan  untuk saatsaat tertentu  misal  malam minggu  atau untuk buka puasa  ada baiknya datang lebih awal karena meja yang berbanding terbalik dengan jumlah konsumen yang datang,positive
200,roti nya enak banget dan dengan ice cream yang sangat enak  lokasi di jalan braga dan tempat nya nyaman  asik buat hang out bersama teman dan kolega  direkomendasikan banget,positive
201,demi allah ini sadis pak anies dibeginikan  pak anies itu pejabat negara dan tuan rumah jakarta  sadis biadab rezim sekarang  jangan pilih pdip dan partai pendukung penista agama,negative
202,liburan ke bandung memang tidak bakalan jauhjauh dari yang nama nya kuliner dan perhentian pertama saya adalah bakso boedjangan yang sebenarnya ada juga di area kelapa gading jakarta  cuma rasanya kurang ya kalau ke bandung dan tidak menyebakan yang di sini  hehehe karena saya ke sini saat masih jamjam sarapan jadi tempat nya belum terlalu ramai dan kita bisa langsung dapat duduk,positive
203,kok bisa dibiarkan bangunan di atas sungai  di jalan dari rshs mnj pasar ciroyom cc aneh,negative
204,saya diajak ke sini oleh teman saya yang sedang kuliah di bandung  pertama diajak saya kira seperti cabe rawit yang ada di dekat unpar  ternyata jauh berbeda  tempat ini letak nya sangat strategis dekat dengan jalan  dago dan memiliki pilihan menu yang cukup banyak  suasana nya sendiri sangat nyaman  mendukung untuk duduk lama untuk mengobrol sambil makan dan minum  kualitas makanan dan minuman nya pun rasanya enak,positive
205,sangat suka minuman di sini selain merah meriah rasanya juga enak dan rasa manis pas sekali  terdapat beraneka ragam jenis minuman tapi favorit saya masih tetap es teh manis  mungkin lidah saya terlalu ndeso kali ya  hehehe,positive
206,kebakaran hutan di sumbing meluas,neutral
207,mal yang lengkap untuk dinikmati bersama keluarga  banyak tersedia geraigerai pakaian bermerk  makanan dan area permainan seperti ice skating,positive
208,tempat  tipikal kafe di jakarta dengan dominan kayu  oke untuk tempat nongkrong  makanan  saya memesan pasta aglio olio dan rasanya standard,positive
209,takut,negative
210,film action  dijamin tidak bosan hyung,positive
211,ini komikus bayaran bukan sih  untuk keperluan politik 2019 ya,negative
212,yang bikin sanpachi yang di mayfair building ini beda adalah ada nya menu dengan daging babi karena tidak semua sanpachi menyediakan menu tersebut  harga tidak bisa dikatakan murah  tapi sebandinglah dengan rasa dan suasana nya yang enak,positive
213,pilih es krim rhum raisin jika ingin merasakan sensasi hangat dan aroma rhum  sayang nya ini mengandung alcohol  tempat nya nyaman untuk dudukduduk sambal sekadar minum the pun  pelayan nya pun ramah dan sigap  ini salah satu resto tua di bandung  jadi banyak sekali turisturis bule tua yang mampir di sini  mungkin dulu semasa muda mereka sering ke sini,positive
214,saya sudah registrasi tapi tidak dapat sms dari 5111,neutral
215,rumah makan sari raos ini tempat nya bersih dan nyaman  memiliki pelayanan yang baik dan staff nya ramah ramah khas nya orang sunda  menu makanan cukup variatif dengan masakan ala khas sunda dengan cita rasa yang enak dan harga terjangkau,positive
216,wifi di sini selalu eror  makanan dan minuman agak mahal  lumpiah goreng asin sekali  teh susu hanya sedikit enak  lama sekali untuk pesanan,negative
217,saya biasa coba makan bento porsi cukup banyak  pilihan bento cukup beragam mulai dari salmon  ayam  daging sapi  hidangan penutup biasa saya pesan es strawberry,positive
218,waktu ke sini sore hari bersama keluarga  suasana tempat ini nyaman dengan pemandangan alam yang sejuk udara nya  kemarin cobalah minuman leci yougurt sama pisang goreng coklat  kedua menu yang saya dicoba ini enak,positive
219,untuk rasa dan ragam makanan  boleh dibilang biasa saja dan banyak ditemui di hampir seluruh restoran sunda  suasana nya lumayanlah  bisa sedikit mengurangi kepenatan akibat rutinitas seharisehari  apabila long weekend  mending tidak ke sana deh  untuk mendapatkan tempat duduk saja harus berebutan dan tidak ada yang mengatur antrian nya,positive
220,enak banget di siniii semua makanan ada dari yang kuah  bakar  goreng  appetizer  soup  main course  makanan penutup  makanan panas  makanan dingin  seafood  non seafood  sayuran semua ada lengkap,positive
221,di sini tempat khusus makan steak  tidak bisa buat yang veget  tempat nya sih nyaman buat lamalama alias nongkrong hehe  tempat ini cocok buat yang senang makan daging,positive
222,tidak diragukan lagi  jokowi memang presiden indonesia yang paling dicintai rakyat,positive
223,bagi anda yang ingin menikmati iga dengan cara lain  iga garang asam gigle box adalah cara yang tepat untuk anda nikmati  segar dengan kuah asam nya membuat perut lapar anda menjadi bahagia  hahahha  saya doyan banget  bahkan kebangetan suka nya daripada harus dibakar iga nya,positive
224,ketua dpr ingin agresivitas berutang harus dikontrol,neutral
225,restoran dengan konsep openair sehingga dapat melihat kota bandung  menikmati pemandangan dan udara terbuka,positive
226,memasang foto editan rizieq pakai topi santa claus  adek armando dipolisikan,neutral
227,cucu mantan dirut pertamina era suharto  yakin itu harta  bukan hasil korupsi  bermewahmewah dari hasil korupsi  apakah di negara ini  tidak punya budaya malu  makan hasil korupsi,negative
228,jauh banget dan jalan masuk nya rada seram kalau malam hihi tiba di the peak suasana nya romantis  aku pesan steak mix sosis ikan dan daging  rasanya enak,positive
229,malu  minder  jadi wni  ya situ pindah negara saja  begitu saja kok repot  malu tapi masih tinggal di indonesia  otak oon dasar,negative
230,saat itu saya beserta keluarga ingin makan bersama  dan saya menyarankan untuk mencoba makan di retaurant ini  setelah saya dan keluarga memesan dan mencoba semua pesanan kami  kesimpulan yang bisa saya ambil dari makan di restoran ini adalah perfect  awesome  absolutely bagus  semuanya enak banget  apalagi kepiting telur asin nya  nikmat hingga ke cangkangcangkang kepiting nya  porsi nya banyak  buat sekeluarga juga cukup,positive
231,saya menjadi seorang editor di national geographic indonesia,neutral
232,hanamasa mengusung konsep ala kamu bisa makan yang bisa didapatkan dengan harga di kisaran 150rb  terdapat pilihan grill berupa beef  chicken  seafood  dan juga ada pilihan suki juga  secara keseluruhan baik  tempat yang bagus untuk nongkrong lama bareng teman,positive
233,untuk rasa mi naripan memang sudah terkenal enak dan porsi lumayan banyak  untuk harga cukup mahal menengah atas  tapi sesuai dengan rasa yang diberikan,positive
